"Plant","Score","Pathogen","Rep","Group","infected","leaf","not_infected"
"Plant 02",0.625,"S-3928",1,"Plant 02 3928",5,8,3
"Plant 02",0.625,"S-3928",1,"Plant 02 3928",5,8,3
"Plant 02",0.5,"S-3928",1,"Plant 02 3928",4,8,4
"Plant 03",0.5,"S-3928",1,"Plant 03 3928",4,8,4
"Plant 03",0.5,"S-3928",1,"Plant 03 3928",4,8,4
"Plant 03",0.75,"S-3928",1,"Plant 03 3928",6,8,2
"Plant 03",0.375,"S-3928",1,"Plant 03 3928",3,8,5
"Plant 03",0.5,"S-3928",1,"Plant 03 3928",4,8,4
"Plant 03",0.25,"S-3928",1,"Plant 03 3928",2,8,6
"Plant 05",0.75,"S-3928",1,"Plant 05 3928",6,8,2
"Plant 05",0.625,"S-3928",1,"Plant 05 3928",5,8,3
"Plant 05",0.625,"S-3928",1,"Plant 05 3928",5,8,3
"Plant 05",0.5,"S-3928",1,"Plant 05 3928",4,8,4
"Plant 05",0.125,"S-3928",1,"Plant 05 3928",1,8,7
"Plant 05",0.125,"S-3928",1,"Plant 05 3928",1,8,7
"Plant 05",0.625,"S-3928",1,"Plant 05 3928",5,8,3
"Plant 05",0.625,"S-3928",1,"Plant 05 3928",5,8,3
"Plant 07",0.25,"S-3928",1,"Plant 07 3928",2,8,6
"Plant 07",0.375,"S-3928",1,"Plant 07 3928",3,8,5
"Plant 07",0.5,"S-3928",1,"Plant 07 3928",4,8,4
"Plant 07",0.5,"S-3928",1,"Plant 07 3928",4,8,4
"Plant 07",0.375,"S-3928",1,"Plant 07 3928",3,8,5
"Plant 07",0.25,"S-3928",1,"Plant 07 3928",2,8,6
"Plant 07",0.125,"S-3928",1,"Plant 07 3928",1,8,7
"Plant 07",0.625,"S-3928",1,"Plant 07 3928",5,8,3
"Plant 10",0.625,"S-3928",1,"Plant 10 3928",5,8,3
"Plant 10",0.5,"S-3928",1,"Plant 10 3928",4,8,4
"Plant 10",0.375,"S-3928",1,"Plant 10 3928",3,8,5
"Plant 10",0.375,"S-3928",1,"Plant 10 3928",3,8,5
"Plant 10",0.5,"S-3928",1,"Plant 10 3928",4,8,4
"Plant 10",0.625,"S-3928",1,"Plant 10 3928",5,8,3
"Plant 10",0.125,"S-3928",1,"Plant 10 3928",1,8,7
"Plant 11",0,"S-3928",1,"Plant 11 3928",0,8,8
"Plant 11",0.125,"S-3928",1,"Plant 11 3928",1,8,7
"Plant 11",0.375,"S-3928",1,"Plant 11 3928",3,8,5
"Plant 11",0,"S-3928",1,"Plant 11 3928",0,8,8
"Plant 11",0.125,"S-3928",1,"Plant 11 3928",1,8,7
"Plant 11",0.375,"S-3928",1,"Plant 11 3928",3,8,5
"Plant 11",0.125,"S-3928",1,"Plant 11 3928",1,8,7
"Plant 11",0.25,"S-3928",1,"Plant 11 3928",2,8,6
"Plant 12",0.125,"S-3928",1,"Plant 12 3928",1,8,7
"Plant 12",0.375,"S-3928",1,"Plant 12 3928",3,8,5
"Plant 12",0.125,"S-3928",1,"Plant 12 3928",1,8,7
"Plant 12",0.375,"S-3928",1,"Plant 12 3928",3,8,5
"Plant 12",0.125,"S-3928",1,"Plant 12 3928",1,8,7
"Plant 12",0.125,"S-3928",1,"Plant 12 3928",1,8,7
"Plant 12",0.125,"S-3928",1,"Plant 12 3928",1,8,7
"Plant 12",0.375,"S-3928",1,"Plant 12 3928",3,8,5
"Plant 13",0.375,"S-3928",1,"Plant 13 3928",3,8,5
"Plant 13",0,"S-3928",1,"Plant 13 3928",0,8,8
"Plant 13",0.125,"S-3928",1,"Plant 13 3928",1,8,7
"Plant 13",0.125,"S-3928",1,"Plant 13 3928",1,8,7
"Plant 13",0.125,"S-3928",1,"Plant 13 3928",1,8,7
"Plant 14",0.375,"S-3928",1,"Plant 14 3928",3,8,5
"Plant 14",0.25,"S-3928",1,"Plant 14 3928",2,8,6
"Plant 14",0.625,"S-3928",1,"Plant 14 3928",5,8,3
"Plant 14",0.375,"S-3928",1,"Plant 14 3928",3,8,5
"Plant 14",0.625,"S-3928",1,"Plant 14 3928",5,8,3
"Plant 14",0.375,"S-3928",1,"Plant 14 3928",3,8,5
"Plant 14",0.625,"S-3928",1,"Plant 14 3928",5,8,3
"Plant 14",0.625,"S-3928",1,"Plant 14 3928",5,8,3
"Plant 02",0.75,"S-3928",2,"Plant 02 3928",6,8,2
"Plant 02",0.75,"S-3928",2,"Plant 02 3928",6,8,2
"Plant 02",0.75,"S-3928",2,"Plant 02 3928",6,8,2
"Plant 02",0.125,"S-3928",2,"Plant 02 3928",1,8,7
"Plant 02",0,"S-3928",2,"Plant 02 3928",0,8,8
"Plant 02",0,"S-3928",2,"Plant 02 3928",0,8,8
"Plant 02",0,"S-3928",2,"Plant 02 3928",0,8,8
"Plant 02",0,"S-3928",2,"Plant 02 3928",0,8,8
"Plant 03",0.5,"S-3928",2,"Plant 03 3928",4,8,4
"Plant 03",0.25,"S-3928",2,"Plant 03 3928",2,8,6
"Plant 03",0.25,"S-3928",2,"Plant 03 3928",2,8,6
"Plant 03",0.75,"S-3928",2,"Plant 03 3928",6,8,2
"Plant 03",0.375,"S-3928",2,"Plant 03 3928",3,8,5
"Plant 03",0,"S-3928",2,"Plant 03 3928",0,8,8
"Plant 03",0,"S-3928",2,"Plant 03 3928",0,8,8
"Plant 03",0,"S-3928",2,"Plant 03 3928",0,8,8
"Plant 05",0.5,"S-3928",2,"Plant 05 3928",4,8,4
"Plant 05",0.25,"S-3928",2,"Plant 05 3928",2,8,6
"Plant 05",0.25,"S-3928",2,"Plant 05 3928",2,8,6
"Plant 05",0.5,"S-3928",2,"Plant 05 3928",4,8,4
"Plant 05",0.125,"S-3928",2,"Plant 05 3928",1,8,7
"Plant 05",0.125,"S-3928",2,"Plant 05 3928",1,8,7
"Plant 05",0.25,"S-3928",2,"Plant 05 3928",2,8,6
"Plant 05",0,"S-3928",2,"Plant 05 3928",0,8,8
"Plant 07",0.25,"S-3928",2,"Plant 07 3928",2,8,6
"Plant 07",0.125,"S-3928",2,"Plant 07 3928",1,8,7
"Plant 07",0.125,"S-3928",2,"Plant 07 3928",1,8,7
"Plant 07",0.125,"S-3928",2,"Plant 07 3928",1,8,7
"Plant 07",0,"S-3928",2,"Plant 07 3928",0,8,8
"Plant 07",0,"S-3928",2,"Plant 07 3928",0,8,8
"Plant 07",0,"S-3928",2,"Plant 07 3928",0,8,8
"Plant 07",0,"S-3928",2,"Plant 07 3928",0,8,8
"Plant 10",0.625,"S-3928",2,"Plant 10 3928",5,8,3
"Plant 10",0.25,"S-3928",2,"Plant 10 3928",2,8,6
"Plant 10",0.75,"S-3928",2,"Plant 10 3928",6,8,2
"Plant 10",0.5,"S-3928",2,"Plant 10 3928",4,8,4
"Plant 10",0.125,"S-3928",2,"Plant 10 3928",1,8,7
"Plant 10",0.125,"S-3928",2,"Plant 10 3928",1,8,7
"Plant 10",0.25,"S-3928",2,"Plant 10 3928",2,8,6
"Plant 10",0.125,"S-3928",2,"Plant 10 3928",1,8,7
"Plant 11",0,"S-3928",2,"Plant 11 3928",1,8,7
"Plant 11",0.125,"S-3928",2,"Plant 11 3928",1,8,7
"Plant 11",0,"S-3928",2,"Plant 11 3928",1,8,7
"Plant 11",0,"S-3928",2,"Plant 11 3928",1,8,7
"Plant 11",0,"S-3928",2,"Plant 11 3928",1,8,7
"Plant 11",0,"S-3928",2,"Plant 11 3928",2,8,6
"Plant 11",0,"S-3928",2,"Plant 11 3928",0,8,8
"Plant 11",0,"S-3928",2,"Plant 11 3928",0,8,8
"Plant 12",0.125,"S-3928",2,"Plant 12 3928",1,8,7
"Plant 12",0.5,"S-3928",2,"Plant 12 3928",4,8,4
"Plant 12",0.25,"S-3928",2,"Plant 12 3928",2,8,6
"Plant 12",0.25,"S-3928",2,"Plant 12 3928",2,8,6
"Plant 12",0.125,"S-3928",2,"Plant 12 3928",1,8,7
"Plant 12",0.25,"S-3928",2,"Plant 12 3928",2,8,6
"Plant 12",0.125,"S-3928",2,"Plant 12 3928",1,8,7
"Plant 12",0,"S-3928",2,"Plant 12 3928",0,8,8
"Plant 13",0.25,"S-3928",2,"Plant 13 3928",2,8,6
"Plant 13",0.25,"S-3928",2,"Plant 13 3928",2,8,6
"Plant 13",0.25,"S-3928",2,"Plant 13 3928",2,8,6
"Plant 13",0.375,"S-3928",2,"Plant 13 3928",3,8,5
"Plant 13",0.125,"S-3928",2,"Plant 13 3928",1,8,7
"Plant 13",0.25,"S-3928",2,"Plant 13 3928",2,8,6
"Plant 13",0,"S-3928",2,"Plant 13 3928",0,8,8
"Plant 13",0,"S-3928",2,"Plant 13 3928",0,8,8
"Plant 14",0.125,"S-3928",2,"Plant 14 3928",1,8,7
"Plant 14",0.125,"S-3928",2,"Plant 14 3928",1,8,7
"Plant 14",0.5,"S-3928",2,"Plant 14 3928",4,8,4
"Plant 14",0.5,"S-3928",2,"Plant 14 3928",4,8,4
"Plant 14",0,"S-3928",2,"Plant 14 3928",0,8,8
"Plant 14",0,"S-3928",2,"Plant 14 3928",0,8,8
"Plant 14",0,"S-3928",2,"Plant 14 3928",0,8,8
"Plant 14",0,"S-3928",2,"Plant 14 3928",0,8,8
"Plant 02",0.25,"S-3928",3,"Plant 02 3928",2,8,6
"Plant 02",0.125,"S-3928",3,"Plant 02 3928",1,8,7
"Plant 02",0.625,"S-3928",3,"Plant 02 3928",5,8,3
"Plant 02",0.25,"S-3928",3,"Plant 02 3928",2,8,6
"Plant 02",0,"S-3928",3,"Plant 02 3928",0,8,8
"Plant 02",0.25,"S-3928",3,"Plant 02 3928",2,8,6
"Plant 02",0.5,"S-3928",3,"Plant 02 3928",4,8,4
"Plant 02",0,"S-3928",3,"Plant 02 3928",0,8,8
"Plant 03",0.625,"S-3928",3,"Plant 03 3928",5,8,3
"Plant 03",0.5,"S-3928",3,"Plant 03 3928",4,8,4
"Plant 03",0.625,"S-3928",3,"Plant 03 3928",5,8,3
"Plant 03",0.5,"S-3928",3,"Plant 03 3928",4,8,4
"Plant 03",0,"S-3928",3,"Plant 03 3928",0,8,8
"Plant 03",0.5,"S-3928",3,"Plant 03 3928",4,8,4
"Plant 03",0.25,"S-3928",3,"Plant 03 3928",2,8,6
"Plant 03",0.375,"S-3928",3,"Plant 03 3928",3,8,5
"Plant 05",0.125,"S-3928",3,"Plant 05 3928",1,8,7
"Plant 05",0.125,"S-3928",3,"Plant 05 3928",1,8,7
"Plant 05",0.125,"S-3928",3,"Plant 05 3928",1,8,7
"Plant 05",0.125,"S-3928",3,"Plant 05 3928",1,8,7
"Plant 05",0.375,"S-3928",3,"Plant 05 3928",3,8,5
"Plant 05",0.25,"S-3928",3,"Plant 05 3928",2,8,6
"Plant 05",0.375,"S-3928",3,"Plant 05 3928",3,8,5
"Plant 05",0.625,"S-3928",3,"Plant 05 3928",5,8,3
"Plant 07",0.25,"S-3928",3,"Plant 07 3928",2,8,6
"Plant 07",0.5,"S-3928",3,"Plant 07 3928",4,8,4
"Plant 07",0.125,"S-3928",3,"Plant 07 3928",1,8,7
"Plant 07",0.25,"S-3928",3,"Plant 07 3928",2,8,6
"Plant 07",0.5,"S-3928",3,"Plant 07 3928",4,8,4
"Plant 07",0.25,"S-3928",3,"Plant 07 3928",2,8,6
"Plant 07",0.375,"S-3928",3,"Plant 07 3928",3,8,5
"Plant 07",0,"S-3928",3,"Plant 07 3928",0,8,8
"Plant 10",0,"S-3928",3,"Plant 10 3928",0,8,8
"Plant 10",0.875,"S-3928",3,"Plant 10 3928",7,8,1
"Plant 10",0.5,"S-3928",3,"Plant 10 3928",4,8,4
"Plant 10",0.75,"S-3928",3,"Plant 10 3928",6,8,2
"Plant 10",0.75,"S-3928",3,"Plant 10 3928",6,8,2
"Plant 10",0.75,"S-3928",3,"Plant 10 3928",6,8,2
"Plant 10",0.625,"S-3928",3,"Plant 10 3928",5,8,3
"Plant 10",1,"S-3928",3,"Plant 10 3928",8,8,0
"Plant 11",0,"S-3928",3,"Plant 11 3928",0,8,8
"Plant 11",0,"S-3928",3,"Plant 11 3928",0,8,8
"Plant 11",0,"S-3928",3,"Plant 11 3928",0,8,8
"Plant 11",0,"S-3928",3,"Plant 11 3928",0,8,8
"Plant 11",0.125,"S-3928",3,"Plant 11 3928",1,8,7
"Plant 11",0.25,"S-3928",3,"Plant 11 3928",2,8,6
"Plant 11",0,"S-3928",3,"Plant 11 3928",0,8,8
"Plant 11",0,"S-3928",3,"Plant 11 3928",0,8,8
"Plant 12",0.25,"S-3928",3,"Plant 12 3928",2,8,6
"Plant 12",1,"S-3928",3,"Plant 12 3928",8,8,0
"Plant 12",0.25,"S-3928",3,"Plant 12 3928",2,8,6
"Plant 12",0.5,"S-3928",3,"Plant 12 3928",4,8,4
"Plant 12",0.125,"S-3928",3,"Plant 12 3928",1,8,7
"Plant 12",0.25,"S-3928",3,"Plant 12 3928",2,8,6
"Plant 12",0.25,"S-3928",3,"Plant 12 3928",2,8,6
"Plant 12",0.25,"S-3928",3,"Plant 12 3928",2,8,6
"Plant 13",0.25,"S-3928",3,"Plant 13 3928",2,8,6
"Plant 13",0,"S-3928",3,"Plant 13 3928",0,8,8
"Plant 13",0.25,"S-3928",3,"Plant 13 3928",2,8,6
"Plant 13",0.125,"S-3928",3,"Plant 13 3928",1,8,7
"Plant 13",0.75,"S-3928",3,"Plant 13 3928",6,8,2
"Plant 13",0.75,"S-3928",3,"Plant 13 3928",6,8,2
"Plant 13",0.25,"S-3928",3,"Plant 13 3928",2,8,6
"Plant 13",0.25,"S-3928",3,"Plant 13 3928",2,8,6
"Plant 14",0.125,"S-3928",3,"Plant 14 3928",1,8,7
"Plant 14",0.125,"S-3928",3,"Plant 14 3928",1,8,7
"Plant 14",0.125,"S-3928",3,"Plant 14 3928",1,8,7
"Plant 14",0,"S-3928",3,"Plant 14 3928",0,8,8
"Plant 14",0.625,"S-3928",3,"Plant 14 3928",5,8,3
"Plant 14",0.25,"S-3928",3,"Plant 14 3928",2,8,6
"Plant 14",0.25,"S-3928",3,"Plant 14 3928",2,8,6
"Plant 02",0.25,"T-30-4",1,"Plant 02 T-30-4",2,8,6
"Plant 02",0,"T-30-4",1,"Plant 02 T-30-4",0,8,8
"Plant 02",0.5,"T-30-4",1,"Plant 02 T-30-4",4,8,4
"Plant 02",0.125,"T-30-4",1,"Plant 02 T-30-4",1,8,7
"Plant 02",0.375,"T-30-4",1,"Plant 02 T-30-4",3,8,5
"Plant 02",0.375,"T-30-4",1,"Plant 02 T-30-4",3,8,5
"Plant 02",0.375,"T-30-4",1,"Plant 02 T-30-4",3,8,5
"Plant 03",0,"T-30-4",1,"Plant 03 T-30-4",0,8,8
"Plant 03",0,"T-30-4",1,"Plant 03 T-30-4",0,8,8
"Plant 03",0.375,"T-30-4",1,"Plant 03 T-30-4",3,8,5
"Plant 03",0.375,"T-30-4",1,"Plant 03 T-30-4",3,8,5
"Plant 03",0.25,"T-30-4",1,"Plant 03 T-30-4",2,8,6
"Plant 03",0.25,"T-30-4",1,"Plant 03 T-30-4",2,8,6
"Plant 03",0.25,"T-30-4",1,"Plant 03 T-30-4",2,8,6
"Plant 03",0.25,"T-30-4",1,"Plant 03 T-30-4",2,8,6
"Plant 05",0,"T-30-4",1,"Plant 05 T-30-4",0,8,8
"Plant 05",0.375,"T-30-4",1,"Plant 05 T-30-4",3,8,5
"Plant 05",0.5,"T-30-4",1,"Plant 05 T-30-4",4,8,4
"Plant 05",0.5,"T-30-4",1,"Plant 05 T-30-4",4,8,4
"Plant 05",0.5,"T-30-4",1,"Plant 05 T-30-4",4,8,4
"Plant 05",0.5,"T-30-4",1,"Plant 05 T-30-4",4,8,4
"Plant 05",0.25,"T-30-4",1,"Plant 05 T-30-4",2,8,6
"Plant 05",0.5,"T-30-4",1,"Plant 05 T-30-4",4,8,4
"Plant 07",0.375,"T-30-4",1,"Plant 07 T-30-4",3,8,5
"Plant 07",0.375,"T-30-4",1,"Plant 07 T-30-4",3,8,5
"Plant 07",0.5,"T-30-4",1,"Plant 07 T-30-4",4,8,4
"Plant 07",0,"T-30-4",1,"Plant 07 T-30-4",0,8,8
"Plant 07",0.375,"T-30-4",1,"Plant 07 T-30-4",3,8,5
"Plant 07",0.5,"T-30-4",1,"Plant 07 T-30-4",4,8,4
"Plant 07",0.5,"T-30-4",1,"Plant 07 T-30-4",4,8,4
"Plant 07",0.5,"T-30-4",1,"Plant 07 T-30-4",4,8,4
"Plant 10",0.75,"T-30-4",1,"Plant 10 T-30-4",6,8,2
"Plant 10",0.625,"T-30-4",1,"Plant 10 T-30-4",5,8,3
"Plant 10",0.75,"T-30-4",1,"Plant 10 T-30-4",6,8,2
"Plant 10",0.5,"T-30-4",1,"Plant 10 T-30-4",4,8,4
"Plant 10",1,"T-30-4",1,"Plant 10 T-30-4",8,8,0
"Plant 10",0.625,"T-30-4",1,"Plant 10 T-30-4",5,8,3
"Plant 10",0.5,"T-30-4",1,"Plant 10 T-30-4",4,8,4
"Plant 10",0.375,"T-30-4",1,"Plant 10 T-30-4",3,8,5
"Plant 11",0.125,"T-30-4",1,"Plant 11 T-30-4",1,8,7
"Plant 11",0.125,"T-30-4",1,"Plant 11 T-30-4",1,8,7
"Plant 11",0,"T-30-4",1,"Plant 11 T-30-4",0,8,8
"Plant 11",0,"T-30-4",1,"Plant 11 T-30-4",0,8,8
"Plant 11",0,"T-30-4",1,"Plant 11 T-30-4",0,8,8
"Plant 11",0,"T-30-4",1,"Plant 11 T-30-4",0,8,8
"Plant 11",0,"T-30-4",1,"Plant 11 T-30-4",0,8,8
"Plant 11",0.125,"T-30-4",1,"Plant 11 T-30-4",1,8,7
"Plant 12",0.125,"T-30-4",1,"Plant 12 T-30-4",1,8,7
"Plant 12",0.5,"T-30-4",1,"Plant 12 T-30-4",4,8,4
"Plant 12",0.5,"T-30-4",1,"Plant 12 T-30-4",4,8,4
"Plant 12",0.125,"T-30-4",1,"Plant 12 T-30-4",1,8,7
"Plant 12",0.375,"T-30-4",1,"Plant 12 T-30-4",3,8,5
"Plant 12",0.375,"T-30-4",1,"Plant 12 T-30-4",3,8,5
"Plant 12",0.125,"T-30-4",1,"Plant 12 T-30-4",1,8,7
"Plant 12",0.125,"T-30-4",1,"Plant 12 T-30-4",1,8,7
"Plant 13",0.125,"T-30-4",1,"Plant 13 T-30-4",1,8,7
"Plant 13",0,"T-30-4",1,"Plant 13 T-30-4",0,8,8
"Plant 13",0,"T-30-4",1,"Plant 13 T-30-4",0,8,8
"Plant 13",0,"T-30-4",1,"Plant 13 T-30-4",0,8,8
"Plant 13",0.125,"T-30-4",1,"Plant 13 T-30-4",1,8,7
"Plant 13",0.5,"T-30-4",1,"Plant 13 T-30-4",4,8,4
"Plant 13",0,"T-30-4",1,"Plant 13 T-30-4",0,8,8
"Plant 13",0.125,"T-30-4",1,"Plant 13 T-30-4",1,8,7
"Plant 14",0.375,"T-30-4",1,"Plant 14 T-30-4",3,8,5
"Plant 14",0.375,"T-30-4",1,"Plant 14 T-30-4",3,8,5
"Plant 14",0.375,"T-30-4",1,"Plant 14 T-30-4",3,8,5
"Plant 14",0,"T-30-4",1,"Plant 14 T-30-4",0,8,8
"Plant 14",0,"T-30-4",1,"Plant 14 T-30-4",0,8,8
"Plant 14",0.375,"T-30-4",1,"Plant 14 T-30-4",3,8,5
"Plant 14",0.375,"T-30-4",1,"Plant 14 T-30-4",3,8,5
"Plant 14",0.5,"T-30-4",1,"Plant 14 T-30-4",4,8,4
"Plant 02",0.125,"T-30-4",2,"Plant 02 T-30-4",1,8,7
"Plant 02",0.125,"T-30-4",2,"Plant 02 T-30-4",1,8,7
"Plant 02",0,"T-30-4",2,"Plant 02 T-30-4",0,8,8
"Plant 02",0,"T-30-4",2,"Plant 02 T-30-4",0,8,8
"Plant 02",0,"T-30-4",2,"Plant 02 T-30-4",0,8,8
"Plant 02",0,"T-30-4",2,"Plant 02 T-30-4",0,8,8
"Plant 02",0,"T-30-4",2,"Plant 02 T-30-4",0,8,8
"Plant 02",0,"T-30-4",2,"Plant 02 T-30-4",0,8,8
"Plant 03",0.125,"T-30-4",2,"Plant 03 T-30-4",1,8,7
"Plant 03",0.25,"T-30-4",2,"Plant 03 T-30-4",2,8,6
"Plant 03",0,"T-30-4",2,"Plant 03 T-30-4",0,8,8
"Plant 03",0,"T-30-4",2,"Plant 03 T-30-4",0,8,8
"Plant 03",0,"T-30-4",2,"Plant 03 T-30-4",0,8,8
"Plant 03",0,"T-30-4",2,"Plant 03 T-30-4",0,8,8
"Plant 03",0,"T-30-4",2,"Plant 03 T-30-4",0,8,8
"Plant 03",0,"T-30-4",2,"Plant 03 T-30-4",0,8,8
"Plant 05",0.125,"T-30-4",2,"Plant 05 T-30-4",1,8,7
"Plant 05",0.25,"T-30-4",2,"Plant 05 T-30-4",2,8,6
"Plant 05",0.125,"T-30-4",2,"Plant 05 T-30-4",1,8,7
"Plant 05",0.25,"T-30-4",2,"Plant 05 T-30-4",2,8,6
"Plant 05",0,"T-30-4",2,"Plant 05 T-30-4",0,8,8
"Plant 05",0.25,"T-30-4",2,"Plant 05 T-30-4",2,8,6
"Plant 05",0,"T-30-4",2,"Plant 05 T-30-4",0,8,8
"Plant 05",0,"T-30-4",2,"Plant 05 T-30-4",0,8,8
"Plant 07",0,"T-30-4",2,"Plant 07 T-30-4",0,8,8
"Plant 07",0.125,"T-30-4",2,"Plant 07 T-30-4",1,8,7
"Plant 07",0,"T-30-4",2,"Plant 07 T-30-4",0,8,8
"Plant 07",0,"T-30-4",2,"Plant 07 T-30-4",0,8,8
"Plant 07",0,"T-30-4",2,"Plant 07 T-30-4",0,8,8
"Plant 07",0,"T-30-4",2,"Plant 07 T-30-4",0,8,8
"Plant 07",0,"T-30-4",2,"Plant 07 T-30-4",0,8,8
"Plant 07",0,"T-30-4",2,"Plant 07 T-30-4",0,8,8
"Plant 10",0.25,"T-30-4",2,"Plant 10 T-30-4",2,8,6
"Plant 10",0.125,"T-30-4",2,"Plant 10 T-30-4",1,8,7
"Plant 10",0.125,"T-30-4",2,"Plant 10 T-30-4",1,8,7
"Plant 10",0.25,"T-30-4",2,"Plant 10 T-30-4",2,8,6
"Plant 10",0,"T-30-4",2,"Plant 10 T-30-4",0,8,8
"Plant 10",0,"T-30-4",2,"Plant 10 T-30-4",0,8,8
"Plant 10",0,"T-30-4",2,"Plant 10 T-30-4",0,8,8
"Plant 10",0,"T-30-4",2,"Plant 10 T-30-4",0,8,8
"Plant 11",0.375,"T-30-4",2,"Plant 11 T-30-4",3,8,5
"Plant 11",0.375,"T-30-4",2,"Plant 11 T-30-4",3,8,5
"Plant 11",0.125,"T-30-4",2,"Plant 11 T-30-4",1,8,7
"Plant 11",0,"T-30-4",2,"Plant 11 T-30-4",0,8,8
"Plant 11",0,"T-30-4",2,"Plant 11 T-30-4",0,8,8
"Plant 11",0,"T-30-4",2,"Plant 11 T-30-4",0,8,8
"Plant 11",0,"T-30-4",2,"Plant 11 T-30-4",0,8,8
"Plant 11",0,"T-30-4",2,"Plant 11 T-30-4",0,8,8
"Plant 12",0.375,"T-30-4",2,"Plant 12 T-30-4",3,8,5
"Plant 12",0.25,"T-30-4",2,"Plant 12 T-30-4",2,8,6
"Plant 12",0.125,"T-30-4",2,"Plant 12 T-30-4",1,8,7
"Plant 12",0,"T-30-4",2,"Plant 12 T-30-4",0,8,8
"Plant 12",0,"T-30-4",2,"Plant 12 T-30-4",0,8,8
"Plant 12",0,"T-30-4",2,"Plant 12 T-30-4",0,8,8
"Plant 12",0,"T-30-4",2,"Plant 12 T-30-4",0,8,8
"Plant 12",0,"T-30-4",2,"Plant 12 T-30-4",0,8,8
"Plant 13",0.375,"T-30-4",2,"Plant 13 T-30-4",3,8,5
"Plant 13",0.25,"T-30-4",2,"Plant 13 T-30-4",2,8,6
"Plant 13",0.125,"T-30-4",2,"Plant 13 T-30-4",1,8,7
"Plant 13",0.125,"T-30-4",2,"Plant 13 T-30-4",1,8,7
"Plant 13",0,"T-30-4",2,"Plant 13 T-30-4",0,8,8
"Plant 13",0,"T-30-4",2,"Plant 13 T-30-4",0,8,8
"Plant 13",0,"T-30-4",2,"Plant 13 T-30-4",0,8,8
"Plant 13",0,"T-30-4",2,"Plant 13 T-30-4",0,8,8
"Plant 14",0.125,"T-30-4",2,"Plant 14 T-30-4",1,8,7
"Plant 14",0.25,"T-30-4",2,"Plant 14 T-30-4",2,8,6
"Plant 14",0.5,"T-30-4",2,"Plant 14 T-30-4",4,8,4
"Plant 14",0.125,"T-30-4",2,"Plant 14 T-30-4",1,8,7
"Plant 14",0.125,"T-30-4",2,"Plant 14 T-30-4",1,8,7
"Plant 14",0.125,"T-30-4",2,"Plant 14 T-30-4",1,8,7
"Plant 14",0,"T-30-4",2,"Plant 14 T-30-4",0,8,8
"Plant 14",0,"T-30-4",2,"Plant 14 T-30-4",0,8,8
"Plant 02",0,"T-30-4",3,"Plant 02 T-30-4",0,8,8
"Plant 02",0,"T-30-4",3,"Plant 02 T-30-4",0,8,8
"Plant 02",0,"T-30-4",3,"Plant 02 T-30-4",0,8,8
"Plant 02",0.125,"T-30-4",3,"Plant 02 T-30-4",1,8,7
"Plant 02",0.125,"T-30-4",3,"Plant 02 T-30-4",1,8,7
"Plant 02",0.125,"T-30-4",3,"Plant 02 T-30-4",1,8,7
"Plant 02",0,"T-30-4",3,"Plant 02 T-30-4",0,8,8
"Plant 03",0,"T-30-4",3,"Plant 03 T-30-4",0,8,8
"Plant 03",0,"T-30-4",3,"Plant 03 T-30-4",0,8,8
"Plant 03",0.125,"T-30-4",3,"Plant 03 T-30-4",1,8,7
"Plant 03",0.125,"T-30-4",3,"Plant 03 T-30-4",1,8,7
"Plant 03",0,"T-30-4",3,"Plant 03 T-30-4",0,8,8
"Plant 03",0,"T-30-4",3,"Plant 03 T-30-4",0,8,8
"Plant 03",0.125,"T-30-4",3,"Plant 03 T-30-4",1,8,7
"Plant 03",0,"T-30-4",3,"Plant 03 T-30-4",0,8,8
"Plant 05",0,"T-30-4",3,"Plant 05 T-30-4",0,8,8
"Plant 05",0,"T-30-4",3,"Plant 05 T-30-4",0,8,8
"Plant 05",0,"T-30-4",3,"Plant 05 T-30-4",0,8,8
"Plant 05",0,"T-30-4",3,"Plant 05 T-30-4",0,8,8
"Plant 05",0.125,"T-30-4",3,"Plant 05 T-30-4",1,8,7
"Plant 05",0,"T-30-4",3,"Plant 05 T-30-4",0,8,8
"Plant 07",0.125,"T-30-4",3,"Plant 07 T-30-4",1,8,7
"Plant 07",0.125,"T-30-4",3,"Plant 07 T-30-4",1,8,7
"Plant 07",0,"T-30-4",3,"Plant 07 T-30-4",0,8,8
"Plant 07",0,"T-30-4",3,"Plant 07 T-30-4",0,8,8
"Plant 07",0,"T-30-4",3,"Plant 07 T-30-4",0,8,8
"Plant 07",0,"T-30-4",3,"Plant 07 T-30-4",0,8,8
"Plant 07",0,"T-30-4",3,"Plant 07 T-30-4",0,8,8
"Plant 07",0.125,"T-30-4",3,"Plant 07 T-30-4",1,8,7
"Plant 10",0.375,"T-30-4",3,"Plant 10 T-30-4",3,8,5
"Plant 10",0.375,"T-30-4",3,"Plant 10 T-30-4",3,8,5
"Plant 10",0.375,"T-30-4",3,"Plant 10 T-30-4",3,8,5
"Plant 10",0.375,"T-30-4",3,"Plant 10 T-30-4",3,8,5
"Plant 10",0.25,"T-30-4",3,"Plant 10 T-30-4",2,8,6
"Plant 11",0,"T-30-4",3,"Plant 11 T-30-4",0,8,8
"Plant 11",0,"T-30-4",3,"Plant 11 T-30-4",0,8,8
"Plant 11",0,"T-30-4",3,"Plant 11 T-30-4",0,8,8
"Plant 11",0,"T-30-4",3,"Plant 11 T-30-4",0,8,8
